# Sacha, Dec 11, 2011: I read the associated explanatory notes for the
# text file and it is the column labelled 'pH' that is the most appropriate
# index to plot over time, rather than 'Fld pH'. 'Fld pH' wasn't collected
# until 1987 and is more patchily available, in general. The sampling
# methods obtained for each of the pH measures is different but, according
# to the notes, shouldn't make a big difference for what we want to do with
# the data.
# Sacha: "According to NADP, the annual averages of acidity in U.S. precipitation range from pH 6.0 in Utah to 4.2 in some areas of the Ohio valley. NADP defines "normal" rain as having a pH of 5 to about 6.7, with anything below that being acidic."
# NATIONAL ATMOSPHERIC DEPOSITION PROGRAM/NTN
# Site ID: 156 Date Range: 1978 to 2011 Report Date: 12/12/2011 2:08:43 AM
# Data retrieved from: http://nadp.sws.uiuc.edu/nadpdata/annualReq.asp?site=Custom156
# Direct link to the data: http://nadp.sws.uiuc.edu/nadpdata/seasRep.asp?action=seasRep.asp&site=156&allSites=False&wholestate=False&custom=True&startyr=1978&endyr=2011&DataType=mg%2FL&reportType=csv&Seas=105&useType=4&useDescription=Research+paper&submit=Get+Data&userid=22341
#
SiteID,Summ.Per.,Year,Crit1,Crit2,Crit3,Crit4,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,pH,Cond.,Fld pH,Fld Cond.,Ratio c/a,Svol ml,Ppt cm,% Ppt F Chem.,Valid Samp (L),Valid Samp (F),Days,Dates,Dates2
AL99,Annual,2007,79,100,82,100,0.07,0.02,0.046,0.108,0.394,0.693,0.195,1.418,4.76,12.2,-9,-9,1.09,46673.5,84.23,0,28,0,364,1/2/2007,1/1/2008
AL99,Annual,2008,87,100,94,101,0.089,0.022,0.07,0.14,0.218,0.518,0.243,1.156,4.82,10.52,-9,-9,1.05,83673.8,130.84,0,38,0,364,1/1/2008,12/30/2008
AL99,Annual,2009,73,100,73,101,0.064,0.017,0.13,0.089,0.244,0.45,0.156,0.689,5.2,6.51,-9,-9,1.22,82234.3,163.81,0,32,0,364,12/30/2008,12/29/2009
AL99,Annual,2010,85,100,86,101,0.077,0.019,0.068,0.086,0.293,0.585,0.155,0.82,5.09,7.83,-9,-9,1.14,65671.8,111.9,0,37,0,364,12/29/2009,12/28/2010
AR02,Annual,1982,59,60,98,94,0.109,0.03,0.042,0.16,0.111,0.74,0.274,0.854,4.87,10.79,-9,-9,0.95,68203,109.52,0,28,0,224,5/25/1982,1/4/1983
AR02,Annual,1983,92,100,94,99,0.161,0.031,0.041,0.139,0.209,0.79,0.231,1.185,4.84,10.97,-9,-9,1,83044.1,132.39,0,42,0,364,1/4/1983,1/3/1984
AR02,Annual,1984,71,100,87,97,0.17,0.033,0.05,0.148,0.157,0.781,0.249,1.056,4.88,10.63,-9,-9,0.98,84487.6,168.82,0,31,0,365,1/3/1984,1/2/1985
AR02,Annual,1985,79,100,71,99,0.137,0.035,0.141,0.123,0.145,0.761,0.221,1.167,4.85,11.63,-9,-9,0.95,66888.7,140.13,0,28,0,363,1/2/1985,12/31/1985
AR02,Annual,1986,77,100,77,99,0.066,0.022,0.061,0.123,0.158,0.638,0.205,1.015,4.89,10.27,-9,-9,0.91,69871.3,135.95,0,28,0,364,12/31/1985,12/30/1986
AR02,Annual,1987,73,100,66,100,0.093,0.028,0.048,0.166,0.207,0.861,0.286,1.385,4.67,13.49,4.57,16,0.95,53912.5,121.46,42,30,16,364,12/30/1986,12/29/1987
AR02,Annual,1988,85,100,84,99,0.134,0.025,0.026,0.156,0.124,0.839,0.255,1.344,4.67,13.15,4.61,12.4,0.91,66759.6,118.22,68,36,24,371,12/29/1987,1/3/1989
AR02,Annual,1989,90,100,97,100,0.106,0.026,0.054,0.152,0.365,0.791,0.265,1.11,4.92,10.34,4.75,11.4,1.1,101628.3,153.4,72,41,32,364,1/3/1989,1/2/1990
AR02,Annual,1990,87,100,91,99,0.081,0.02,0.041,0.131,0.28,0.679,0.231,1.095,4.86,10.32,4.83,11.3,1.03,108845.1,178.04,87,39,33,364,1/2/1990,1/1/1991
AR02,Annual,1991,71,100,86,100,0.097,0.027,0.049,0.193,0.245,0.684,0.331,0.879,5.04,9.29,4.97,10.8,1.02,101153.4,173.37,65,36,19,364,1/1/1991,12/31/1991
AR02,Annual,1992,87,100,94,100,0.07,0.016,0.023,0.11,0.154,0.75,0.164,0.967,4.78,11.24,4.69,12.4,0.96,69283.7,130.1,94,38,35,364,12/31/1991,12/29/1992
AR02,Annual,1993,92,100,97,102,0.09,0.031,0.057,0.2,0.243,0.798,0.325,1.12,4.81,12.01,4.69,13.5,1.02,83613.5,125.73,96,42,39,371,12/29/1992,1/4/1994
AR02,Annual,1994,81,100,94,97,0.096,0.021,0.084,0.119,0.19,0.807,0.18,1.001,4.77,11.5,4.72,12,1.06,81270.3,130.92,89,36,33,364,1/4/1994,1/3/1995
AR02,Annual,1995,84,99,89,98,0.113,0.024,0.077,0.123,0.261,0.804,0.2,1.038,4.79,11.69,4.77,12.2,1.13,62658.1,106.58,88,31,30,364,1/3/1995,1/2/1996
AR02,Annual,1996,88,100,93,98,0.17,0.032,0.077,0.194,0.353,0.88,0.296,1.208,4.82,12.94,4.72,13.6,1.18,78095.3,126.29,93,40,40,364,1/2/1996,12/31/1996
AR02,Annual,1997,90,100,94,98,0.07,0.017,0.031,0.107,0.195,0.739,0.174,1.042,4.75,11.37,4.68,12.4,1.02,104607.3,166.96,94,40,38,364,12/31/1996,12/30/1997
AR02,Annual,1998,69,100,84,97,0.138,0.029,0.132,0.151,0.452,0.82,0.271,1.239,4.91,12.31,4.78,14.1,1.21,58420.7,108.75,84,27,27,364,12/30/1997,12/29/1998
AR02,Annual,1999,79,100,88,94,0.125,0.03,0.068,0.196,0.331,0.812,0.316,1.186,4.87,11.94,4.77,12.7,1.09,68936.7,121.8,88,30,30,364,12/29/1998,12/28/1999
AR02,Annual,2000,58,100,63,101,0.067,0.015,0.078,0.105,0.167,0.621,0.188,0.937,4.87,10.87,4.82,11.5,0.97,54198.8,126.67,62,21,20,371,12/28/1999,1/2/2001
AR02,Annual,2001,75,100,79,99,0.079,0.022,0.07,0.139,0.214,0.576,0.233,0.857,5.03,8.79,4.87,10,1.03,92187,173.3,79,26,26,364,1/2/2001,1/1/2002
AR02,Annual,2002,92,100,94,100,0.128,0.025,0.062,0.172,0.315,0.797,0.283,0.987,5.02,10.24,4.86,10.8,1.07,92419.5,144.74,91,43,38,364,1/1/2002,12/31/2002
AR02,Annual,2003,75,100,91,101,0.166,0.038,0.173,0.193,0.408,0.903,0.317,1.177,5,11.87,4.85,13,1.18,67475.2,108.37,91,31,30,364,12/31/2002,12/30/2003
AR02,Annual,2004,90,100,88,101,0.097,0.023,0.058,0.147,0.218,0.701,0.248,0.963,4.9,10.1,4.8,8.4,1.02,114818.4,192.39,74,38,33,364,12/30/2003,12/28/2004
AR02,Annual,2005,90,100,95,103,0.136,0.023,0.042,0.145,0.34,0.918,0.239,1.241,4.79,12.91,-9,-9,1.08,67378.9,102.74,0,37,0,364,12/28/2004,12/27/2005
AR02,Annual,2006,92,100,94,101,0.128,0.025,0.038,0.171,0.24,0.693,0.287,0.935,4.94,9.78,-9,-9,1.08,80217.6,124.04,0,38,0,371,12/27/2005,1/2/2007
AR02,Annual,2007,83,100,85,100,0.102,0.026,0.094,0.121,0.305,0.758,0.213,0.953,4.93,9.71,-9,-9,1.15,67647.5,117.08,0,37,0,364,1/2/2007,1/1/2008
AR02,Annual,2008,84,100,85,104,0.109,0.029,0.046,0.18,0.181,0.537,0.303,0.775,5.03,8.01,-9,-9,1.09,75465.4,162.49,0,39,0,364,1/1/2008,12/30/2008
AR02,Annual,2009,82,100,95,98,0.124,0.03,0.137,0.158,0.502,0.488,0.262,0.675,5.44,7.7,-9,-9,1.72,130381.8,206.84,0,33,0,364,12/30/2008,12/29/2009
AR02,Annual,2010,79,100,69,100,0.16,0.031,0.125,0.163,0.5,0.817,0.288,1.027,5.14,10.2,-9,-9,1.31,38319.1,81.42,0,30,0,364,12/29/2009,12/28/2010
AR03,Annual,1983,1,1,100,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-20,0,0.01,0,0,0,4,12/30/1983,1/3/1984
AR03,Annual,1984,89,98,98,88,0.197,0.039,0.035,0.182,0.26,1.065,0.283,1.552,4.64,15.18,-9,-9,1.03,100565.4,171.84,0,41,0,365,1/3/1984,1/2/1985
AR03,Annual,1985,87,100,85,92,0.113,0.027,0.026,0.129,0.15,0.816,0.214,1.169,4.7,12.51,-9,-9,0.97,66735.7,126.7,0,36,0,363,1/2/1985,12/31/1985
AR03,Annual,1986,89,100,89,97,0.103,0.024,0.025,0.14,0.149,0.777,0.23,1.22,4.71,12.33,-9,-9,0.93,79466.5,137.67,0,37,0,364,12/31/1985,12/30/1986
AR03,Annual,1987,78,100,81,97,0.071,0.019,0.018,0.113,0.142,0.731,0.189,1.139,4.67,12.11,4.6,13,0.97,63409.4,142.47,52,29,16,364,12/30/1986,12/29/1987
AR03,Annual,1988,94,100,98,97,0.108,0.021,0.027,0.131,0.137,0.784,0.217,1.313,4.66,13.02,4.71,10.8,0.93,90186.6,139.66,87,42,30,371,12/29/1987,1/3/1989
AR03,Annual,1989,89,100,87,99,0.159,0.029,0.042,0.167,0.214,0.949,0.264,1.451,4.73,13.3,4.72,12.5,0.93,79443.6,137.2,77,37,31,364,1/3/1989,1/2/1990
AR03,Annual,1990,91,100,98,93,0.114,0.026,0.025,0.169,0.219,0.87,0.282,1.254,4.68,13.45,4.7,12.7,1.01,107387.3,172.89,88,43,33,365,1/2/1990,1/2/1991
AR03,Annual,1991,90,100,94,98,0.091,0.021,0.047,0.121,0.141,0.632,0.199,0.9,4.84,9.87,4.85,10.6,1.02,87796.6,172.54,76,41,35,363,1/2/1991,12/31/1991
AR03,Annual,1992,83,100,78,97,0.091,0.02,0.031,0.113,0.136,0.775,0.174,1.09,4.73,11.87,4.7,13.3,0.95,65896,127.3,78,36,31,364,12/31/1991,12/29/1992
AR03,Annual,1993,89,100,87,97,0.119,0.029,0.037,0.19,0.198,0.887,0.293,1.24,4.73,12.69,4.67,14.2,0.97,78809.9,138.2,87,36,33,371,12/29/1992,1/4/1994
AR03,Annual,1994,90,100,95,97,0.095,0.021,0.032,0.148,0.197,0.888,0.224,1.136,4.67,13.25,4.64,13.3,1.04,102831.5,163.95,95,39,39,364,1/4/1994,1/3/1995
AR03,Annual,1995,79,100,87,100,0.162,0.025,0.045,0.141,0.282,1.035,0.21,1.371,4.66,14.74,4.65,15.8,1.08,66151.6,112.68,87,33,31,364,1/3/1995,1/2/1996
AR03,Annual,1996,79,100,90,98,0.138,0.026,0.054,0.184,0.231,0.954,0.291,1.131,4.72,13.13,4.79,13.5,1.06,77539,129.93,88,36,34,364,1/2/1996,12/31/1996
AR03,Annual,1997,90,98,98,98,0.105,0.023,0.049,0.122,0.178,0.899,0.192,1.244,4.64,13.78,4.66,13.4,1.02,88118.3,134.52,96,39,38,364,12/31/1996,12/30/1997
AR03,Annual,1998,81,100,93,98,0.127,0.027,0.039,0.13,0.217,0.868,0.218,1.188,4.73,12.64,4.99,11.8,1.03,89318.8,144.87,88,32,31,364,12/30/1997,12/29/1998
AR03,Annual,1999,79,100,84,99,0.151,0.026,0.044,0.129,0.169,0.775,0.201,1.15,4.74,12.24,4.75,11,1.04,66722.4,118.36,66,29,21,364,12/29/1998,12/28/1999
AR03,Annual,2000,87,100,90,99,0.133,0.022,0.035,0.127,0.158,0.836,0.199,0.983,4.79,11.29,4.72,10.3,1.01,73573.1,120.53,63,35,25,371,12/28/1999,1/2/2001
AR03,Annual,2001,88,100,98,100,0.117,0.016,0.035,0.096,0.129,0.661,0.163,0.83,4.87,9.57,4.79,9.2,1.01,100791.6,151.2,82,30,24,365,1/2/2001,1/2/2002
AR03,Annual,2002,90,100,98,99,0.122,0.02,0.042,0.126,0.196,0.851,0.204,1.014,4.82,11.3,4.74,11.9,0.99,81127.6,122.9,98,38,38,363,1/2/2002,12/31/2002
AR03,Annual,2003,82,100,86,101,0.122,0.02,0.039,0.121,0.284,0.848,0.206,1.015,4.87,10.8,4.8,10.4,1.07,76592.9,130.78,79,31,28,364,12/31/2002,12/30/2003
AR03,Annual,2004,71,100,73,101,0.067,0.016,0.043,0.121,0.146,0.634,0.215,0.832,4.82,9.95,4.83,10,1.02,73490.4,147.18,52,28,20,364,12/30/2003,12/28/2004
AR03,Annual,2005,94,100,97,101,0.152,0.028,0.066,0.15,0.234,0.936,0.24,1.258,4.72,13.78,-9,-9,1.05,61221.5,91.96,0,33,0,371,12/28/2004,1/3/2006
AR03,Annual,2006,46,100,49,99,0.151,0.028,0.062,0.151,0.2,0.699,0.265,0.963,4.93,9.88,-9,-9,1.05,37073,112.32,0,16,0,364,1/3/2006,1/2/2007
AR03,Annual,2007,86,100,90,102,0.089,0.019,0.048,0.104,0.154,0.62,0.175,0.779,4.89,8.68,-9,-9,1.07,87890,140.78,0,33,0,364,1/2/2007,1/1/2008
AR03,Annual,2008,90,100,98,100,0.149,0.026,0.067,0.139,0.137,0.538,0.226,0.708,5.07,7.41,-9,-9,1.12,109548.1,165.42,0,39,0,364,1/1/2008,12/30/2008
AR03,Annual,2009,79,100,95,101,0.091,0.017,0.042,0.094,0.141,0.434,0.155,0.586,5.11,6.22,-9,-9,1.13,141512.7,218.96,0,32,0,364,12/30/2008,12/29/2009
AR03,Annual,2010,79,100,85,101,0.199,0.028,0.045,0.136,0.193,0.785,0.229,0.894,4.93,9.73,-9,-9,1.11,47862,82.48,0,32,0,364,12/29/2009,12/28/2010
AR16,Annual,1982,47,47,100,97,0.108,0.027,0.098,0.101,0.15,0.555,0.197,1.124,4.84,11,-9,-9,0.98,45409.6,68.97,0,18,0,175,7/13/1982,1/4/1983
AR16,Annual,1983,89,100,92,101,0.262,0.031,0.038,0.117,0.209,0.876,0.181,1.324,4.82,11.9,-9,-9,1.04,67594,107.93,0,33,0,364,1/4/1983,1/3/1984
AR16,Annual,1984,75,100,85,101,0.179,0.033,0.048,0.107,0.211,0.838,0.17,1.249,4.82,11.44,-9,-9,1,72780,124.65,0,34,0,365,1/3/1984,1/2/1985
AR16,Annual,1985,67,100,75,96,0.11,0.027,0.056,0.124,0.174,0.74,0.208,1.048,4.81,10.89,-9,-9,1,60626.8,122.1,0,28,0,363,1/2/1985,12/31/1985
AR16,Annual,1986,62,98,61,100,0.123,0.023,0.046,0.085,0.245,0.897,0.143,1.442,4.72,13.21,-9,-9,0.94,33389.2,80.39,0,24,0,364,12/31/1985,12/30/1986
AR16,Annual,1987,44,48,90,98,0.089,0.019,0.016,0.109,0.135,0.682,0.183,1.16,4.7,11.37,4.71,11,0.96,40465.5,67.74,25,19,7,364,12/30/1986,12/29/1987
AR16,Annual,1988,89,100,92,99,0.14,0.018,0.035,0.081,0.123,0.835,0.137,1.224,4.69,12.38,4.55,19.6,0.93,64607,107.31,64,35,24,371,12/29/1987,1/3/1989
AR16,Annual,1989,85,100,83,99,0.148,0.024,0.027,0.099,0.223,0.838,0.143,1.266,4.75,11.87,4.56,13.2,1.01,48746.5,87.8,50,34,11,364,1/3/1989,1/2/1990
AR16,Annual,1990,74,100,70,100,0.106,0.02,0.028,0.105,0.217,0.778,0.188,1.11,4.76,11.61,4.85,11.1,1.02,67643.5,142.12,39,30,16,366,1/2/1990,1/3/1991
AR16,Annual,1991,63,100,42,92,0.167,0.034,0.063,0.18,0.172,0.852,0.302,1.212,4.75,12.78,4.67,13.5,1.01,31099,125.02,41,29,26,362,1/3/1991,12/31/1991
AR16,Annual,1992,95,100,100,102,0.102,0.017,0.059,0.091,0.196,0.88,0.138,1.243,4.69,12.9,4.62,13.6,0.98,69979.4,101.83,100,41,36,364,12/31/1991,12/29/1992
AR16,Annual,1993,88,100,92,101,0.122,0.026,0.042,0.092,0.188,0.874,0.134,1.111,4.74,11.76,4.52,14.5,1.02,73606.9,116.8,64,44,32,371,12/29/1992,1/4/1994
AR16,Annual,1994,77,100,76,102,0.101,0.018,0.03,0.091,0.185,0.766,0.144,0.998,4.76,11.18,4.49,15.4,1.05,63311.8,120.84,45,31,25,364,1/4/1994,1/3/1995
AR16,Annual,1995,81,100,92,102,0.14,0.023,0.053,0.119,0.285,0.891,0.175,1.126,4.79,11.93,4.72,12.7,1.11,63539.9,100.09,92,33,32,364,1/3/1995,1/2/1996
AR16,Annual,1996,86,98,96,101,0.122,0.019,0.036,0.095,0.242,0.918,0.135,1.115,4.71,12.5,4.69,13,1.09,77184.9,117.49,96,41,40,364,1/2/1996,12/31/1996
AR16,Annual,1997,94,100,91,101,0.108,0.017,0.024,0.081,0.193,0.954,0.129,1.168,4.67,13.28,4.7,13.1,1,54129.7,86.63,87,39,35,364,12/31/1996,12/30/1997
AR16,Annual,1998,95,100,98,101,0.154,0.02,0.032,0.081,0.243,0.855,0.133,1.052,4.85,10.78,4.78,11.3,1.05,68487.5,102.41,94,40,33,364,12/30/1997,12/29/1998
AR16,Annual,1999,79,100,87,100,0.155,0.021,0.036,0.088,0.193,0.821,0.143,0.936,4.87,10.15,4.77,11.9,1.05,55933.5,94.58,86,28,27,364,12/29/1998,12/28/1999
AR16,Annual,2000,77,100,90,99,0.162,0.023,0.029,0.106,0.189,0.941,0.156,0.988,4.82,10.96,4.75,11.8,1.02,53587.4,87.78,90,30,29,371,12/28/1999,1/2/2001
AR16,Annual,2001,90,100,89,101,0.132,0.016,0.019,0.062,0.18,0.754,0.1,0.779,4.96,8.58,4.9,8.7,1.03,60441.6,99.44,89,31,30,365,1/2/2001,1/2/2002
AR16,Annual,2002,83,96,92,101,0.109,0.016,0.058,0.079,0.226,0.843,0.135,0.979,4.86,10.67,4.75,11.3,1.01,58411.7,95.36,80,34,28,363,1/2/2002,12/31/2002
AR16,Annual,2003,87,100,93,101,0.176,0.025,0.058,0.064,0.3,1.028,0.109,1.006,4.93,10.36,4.87,10.2,1.07,61716.3,96.82,86,37,30,364,12/31/2002,12/30/2003
AR16,Annual,2004,83,100,69,99,0.121,0.024,0.038,0.075,0.186,0.72,0.124,0.79,4.94,8.7,4.87,9.2,1.08,53442.4,114.52,66,30,27,364,12/30/2003,12/28/2004
AR16,Annual,2005,81,100,87,99,0.145,0.018,0.029,0.078,0.214,0.738,0.119,0.929,4.88,9.87,-9,-9,1.09,50103.3,85.69,0,33,0,371,12/28/2004,1/3/2006
AR16,Annual,2006,86,100,82,101,0.133,0.019,0.044,0.073,0.222,0.737,0.12,0.79,4.99,8.34,-9,-9,1.11,73073,130.62,0,34,0,365,1/3/2006,1/3/2007
AR16,Annual,2007,85,100,91,101,0.104,0.017,0.048,0.058,0.24,0.667,0.102,0.776,4.92,8.43,-9,-9,1.2,62554.6,100.24,0,31,0,364,1/3/2007,1/2/2008
AR16,Annual,2008,79,100,85,97,0.129,0.017,0.032,0.083,0.185,0.574,0.132,0.744,5.06,7.19,-9,-9,1.1,91898,163.45,0,31,0,363,1/2/2008,12/30/2008
AR16,Annual,2009,56,100,48,95,0.157,0.02,0.044,0.074,0.216,0.716,0.117,0.715,5.12,7.13,-9,-9,1.12,43349.2,138.67,0,23,0,364,12/30/2008,12/29/2009
AR16,Annual,2010,82,100,86,100,0.132,0.015,0.022,0.055,0.17,0.567,0.085,0.591,5.09,6.56,-9,-9,1.18,54463,96.61,0,29,0,364,12/29/2009,12/28/2010
AR27,Annual,1980,62,62,100,96,0.258,0.027,0.036,0.203,0.326,1.125,0.333,1.526,4.85,11.6,-9,-9,0.96,30645.2,47.16,0,20,0,231,5/13/1980,12/30/1980
AR27,Annual,1981,98,100,100,99,0.247,0.036,0.051,0.098,0.387,0.955,0.144,1.331,4.99,13.25,-9,-9,1.11,71626.7,106.63,0,43,0,364,12/30/1980,12/29/1981
AR27,Annual,1982,93,100,98,95,0.144,0.022,0.025,0.092,0.234,0.635,0.153,1.163,4.96,9.84,-9,-9,0.97,89895,142.15,0,37,0,371,12/29/1981,1/4/1983
AR27,Annual,1983,94,100,98,88,0.305,0.033,0.046,0.128,0.388,1.018,0.186,1.542,4.96,11.68,-9,-9,1.06,53368.5,91.19,0,40,0,364,1/4/1983,1/3/1984
AR27,Annual,1984,100,100,100,96,0.259,0.034,0.04,0.124,0.321,0.981,0.186,1.32,4.96,10.48,-9,-9,1.05,85963.9,132.25,0,46,0,365,1/3/1984,1/2/1985
AR27,Annual,1985,87,100,97,95,0.17,0.028,0.031,0.114,0.286,0.926,0.201,1.237,4.86,10.94,-9,-9,0.99,78946.7,126.36,0,36,0,363,1/2/1985,12/31/1985
AR27,Annual,1986,87,100,91,95,0.14,0.019,0.022,0.097,0.118,0.748,0.151,1.001,5,9.09,-9,-9,0.81,78056.1,132.64,0,37,0,364,12/31/1985,12/30/1986
AR27,Annual,1987,94,100,100,95,0.135,0.018,0.02,0.088,0.244,0.782,0.127,1.124,4.88,9.94,4.79,10.3,0.99,88441.4,136.64,85,42,31,364,12/30/1986,12/29/1987
AR27,Annual,1988,93,100,98,96,0.262,0.025,0.02,0.115,0.28,0.999,0.175,1.498,4.9,11.55,4.77,11.5,0.93,55053.4,92.14,98,38,36,371,12/29/1987,1/3/1989
AR27,Annual,1989,96,98,95,97,0.177,0.019,0.024,0.092,0.375,1.004,0.14,1.282,4.94,10.56,4.77,11.1,1.01,56882.1,90.69,92,38,31,364,1/3/1989,1/2/1990
AR27,Annual,1990,80,100,83,98,0.144,0.019,0.027,0.108,0.276,0.757,0.187,1.007,5,9.22,4.74,11.1,1.03,83393.8,166.94,53,33,25,364,1/2/1990,1/1/1991
AR27,Annual,1991,85,100,92,100,0.203,0.024,0.053,0.095,0.268,0.808,0.157,1.034,5.09,8.75,4.9,9.7,1.04,65610.1,105.52,71,36,29,364,1/1/1991,12/31/1991
AR27,Annual,1992,42,98,57,90,0.106,0.021,0.081,0.083,0.151,0.695,0.129,0.871,5.02,8.11,4.85,9.7,0.93,32819,93.25,52,19,18,364,12/31/1991,12/29/1992
AR27,Annual,1993,87,100,95,100,0.132,0.02,0.032,0.111,0.277,0.834,0.168,1.052,4.95,9.59,4.8,11.7,1.01,85946.9,134.22,81,43,32,371,12/29/1992,1/4/1994
AR27,Annual,1994,87,100,91,99,0.166,0.018,0.026,0.082,0.306,0.915,0.132,0.983,4.97,9.41,4.89,10,1.07,69189.7,112.93,91,37,34,364,1/4/1994,1/3/1995
AR27,Annual,1995,90,100,97,101,0.18,0.019,0.024,0.094,0.354,0.972,0.13,1.167,4.89,10.95,4.78,10.9,1.1,73285.4,110.24,94,38,37,365,1/3/1995,1/3/1996
AR27,Annual,1996,92,100,97,102,0.143,0.018,0.018,0.113,0.278,0.836,0.163,0.996,4.89,10.12,4.81,11.3,1.09,79115,118.44,83,36,32,363,1/3/1996,12/31/1996
AR27,Annual,1997,88,100,98,103,0.124,0.013,0.019,0.068,0.23,0.804,0.108,0.89,4.92,9.18,4.86,9.5,1.03,72273.5,106.14,87,39,34,364,12/31/1996,12/30/1997
AR27,Annual,1998,81,98,92,103,0.18,0.017,0.022,0.07,0.39,0.867,0.116,1.051,5.05,9.29,4.98,9.1,1.14,67180.1,111.35,90,37,34,371,12/30/1997,1/5/1999
AR27,Annual,1999,94,100,99,101,0.222,0.024,0.025,0.106,0.352,1.02,0.168,1.195,4.94,11.09,4.98,10.5,1.07,75370.5,111.57,89,36,31,357,1/5/1999,12/28/1999
AR27,Annual,2000,92,100,98,100,0.185,0.018,0.019,0.096,0.241,0.801,0.139,0.872,5.06,8.42,5.03,8.3,1.07,78949.8,118.91,70,35,27,371,12/28/1999,1/2/2001
AR27,Annual,2001,98,100,100,100,0.193,0.016,0.016,0.07,0.287,0.856,0.112,1.015,5.01,9.21,4.97,9.3,1.05,78002.9,115.03,99,37,33,365,1/2/2001,1/2/2002
AR27,Annual,2002,89,100,91,100,0.17,0.018,0.017,0.088,0.283,0.749,0.131,0.821,5.14,8.09,5.09,8.2,1.13,61745,100.34,80,37,33,363,1/2/2002,12/31/2002
AR27,Annual,2003,96,100,95,99,0.238,0.02,0.023,0.075,0.399,0.969,0.124,0.981,5.24,8.58,5.21,9.5,1.14,58312.8,91.48,82,39,34,364,12/31/2002,12/30/2003
AR27,Annual,2004,96,100,99,88,0.13,0.016,0.021,0.089,0.312,0.76,0.146,0.846,5.12,7.98,5,7.7,1.09,59538.7,98.02,92,38,37,364,12/30/2003,12/28/2004
AR27,Annual,2005,92,100,97,105,0.195,0.017,0.018,0.072,0.367,0.885,0.115,1.031,5.08,9.24,-9,-9,1.11,50113.1,73.23,0,39,0,364,12/28/2004,12/27/2005
AR27,Annual,2006,85,100,85,84,0.178,0.016,0.019,0.069,0.337,0.801,0.109,0.867,5.18,7.95,-9,-9,1.14,58963.5,120.53,0,31,0,371,12/27/2005,1/2/2007
AR27,Annual,2007,84,100,86,100,0.172,0.018,0.023,0.082,0.326,0.771,0.138,0.902,5.11,8,-9,-9,1.14,53306,91.55,0,37,0,364,1/2/2007,1/1/2008
AR27,Annual,2008,87,100,93,89,0.191,0.02,0.021,0.101,0.254,0.626,0.159,0.802,5.28,6.78,-9,-9,1.13,82954,146.46,0,38,0,364,1/1/2008,12/30/2008
AR27,Annual,2009,77,100,81,82,0.156,0.016,0.024,0.076,0.299,0.672,0.119,0.66,5.37,6.07,-9,-9,1.21,59822.5,128.72,0,34,0,365,12/30/2008,12/30/2009
AR27,Annual,2010,90,100,97,100,0.131,0.014,0.014,0.071,0.249,0.584,0.11,0.565,5.33,5.67,-9,-9,1.22,44323.4,111.41,0,33,0,363,12/30/2009,12/28/2010
AS01,Annual,1980,56,59,98,87,0.113,0.276,0.09,2.262,0.011,0.038,4.011,0.854,5.51,18.02,-9,-9,1.01,82824.7,193.47,0,27,0,224,5/20/1980,12/30/1980
AS01,Annual,1981,83,100,84,95,0.087,0.202,0.069,1.589,0.012,0.047,2.968,0.652,5.48,15.56,-9,-9,0.98,143790.5,312.4,0,43,0,364,12/30/1980,12/29/1981
AS01,Annual,1982,68,100,53,99,0.118,0.28,0.094,2.198,0.022,0.078,3.835,0.861,5.36,18.72,-9,-9,1.04,70862.1,201.66,0,34,0,371,12/29/1981,1/4/1983
AS01,Annual,1983,94,100,98,100,0.144,0.313,0.113,2.503,0.016,0.024,4.559,0.803,5.52,19.78,-9,-9,1.02,116817.8,176,0,48,0,364,1/4/1983,1/3/1984
AS01,Annual,1984,92,100,98,97,0.157,0.342,0.139,2.704,0.012,0.02,4.996,0.824,5.63,21.22,-9,-9,1.01,139535.6,258.67,0,46,0,365,1/3/1984,1/2/1985
AS01,Annual,1985,63,100,75,99,0.118,0.272,0.107,2.183,0.011,0.027,4.028,0.675,5.47,17.57,-9,-9,1.01,109058.7,214.86,0,33,0,363,1/2/1985,12/31/1985
AS01,Annual,1986,88,100,90,98,0.086,0.218,0.075,1.783,0.01,0.025,3.369,0.583,5.53,14.7,-9,-9,0.98,178199.6,299.07,0,45,0,364,12/31/1985,12/30/1986
AS01,Annual,1987,56,100,61,99,0.175,0.426,0.168,3.544,0.081,0.025,6.574,1.016,5.61,27.35,5.35,28.4,1.01,75023.2,182.94,61,23,20,364,12/30/1986,12/29/1987
AS01,Annual,1988,89,100,98,97,0.091,0.233,0.076,1.936,0.01,0.019,3.577,0.622,5.47,15.33,5.25,16.6,1,167272.5,260.1,92,47,45,371,12/29/1987,1/3/1989
AS01,Annual,1989,79,100,69,98,0.075,0.199,0.063,1.677,0.017,0.037,3.05,0.57,5.52,13.73,5.28,14.2,1,99904,253.46,42,38,21,364,1/3/1989,1/2/1990
AS01,Annual,1990,81,100,75,100,0.092,0.227,0.085,1.994,0.025,0.029,3.656,0.607,5.57,15.9,5.13,16.5,1,103166,202.82,70,42,36,365,1/2/1990,1/2/1991
